Name,Country_id,Gender,Gender Probability,Gender Count
Chris,GB,male,0.95,115838
Yonatan,NA,unknown,0.0,0
Suzannah,GB,female,1.0,710
Alastair,NA,male,1.0,12
Adam,NA,male,0.99,77
Ludwig,NA,male,0.97,87
Matthew,NA,male,0.99,183
Matthew,US,male,1.0,397759
Lawrence,US,male,1.0,58380
Brenda,NA,female,0.99,154
Michael,GB,male,1.0,210764
Elizabeth,GB,female,1.0,49581
Jonathan,NA,male,0.98,224
Kofi,NA,male,1.0,2
Benjamin,NA,male,0.98,266
Alastair,GB,male,1.0,10136
Matthew,NA,male,0.99,183
Matthew,NA,male,0.99,183
Heinrich,NA,male,1.0,218
Amy,US,female,1.0,346962
Adam,CA,male,1.0,30374
Björn,NA,male,1.0,3
Wayne,NA,male,0.96,129
Scott,NA,male,0.95,22
Charles,CA,male,1.0,17892
Allen,US,male,1.0,73392
Rachel,NA,female,0.99,621
Matthew,NA,male,0.99,183
Daniel,US,male,1.0,514673
J.,NA,male,0.88,34
Richard,US,male,1.0,472162
Henry,CA,male,1.0,9369
Matthew,NA,male,0.99,183
Michael,NA,male,0.98,1387
Robert,NA,male,0.98,484
Peter,US,male,1.0,252618
Mark,NA,male,0.99,196
Robert,US,male,1.0,780374
Giles,NA,male,1.0,1
Paul,NA,male,0.98,549
Daniel,GB,male,1.0,150020
Mark,BE,male,0.99,5365
Vincent,US,male,1.0,76683
Giles,NA,male,1.0,1
Robert,US,male,1.0,780374
Matthew,NA,male,0.99,183
Arnold,GB,male,1.0,1915
Steve,NA,male,0.99,139
Kevin,NA,male,1.0,299
Arnold,NA,male,1.0,93
Craig,NA,male,1.0,30
David,US,male,1.0,1143153
L.,NA,female,0.75,4
Nicola,NA,female,0.95,41
Alan,NA,male,0.98,42
Alexander,NA,male,0.95,203
Stephen,NA,male,0.98,124
Theodor,NA,male,0.93,59
Christian,NA,male,0.93,228
Daniel,GB,male,1.0,150020
Arved,NA,unknown,0.0,0
Lawrence,NA,male,0.98,124
Daniel,NA,male,0.97,1079
Catherine,US,female,1.0,122532
Dmitri,NA,male,1.0,5
Eric,NA,male,1.0,216
Erkki,NA,male,0.96,24
Atte,NA,female,1.0,1
Cheong,HK,male,0.94,723
Arnold,NA,male,1.0,93
Massimilliano,IT,male,1.0,12
Jeffrey,US,male,1.0,177405
Christian,AT,male,1.0,30707
Loretta,NA,female,1.0,44
Erik,NA,male,0.94,34
Benjamin,NA,male,0.98,266
Kevin,US,male,1.0,510914
Lauri,NA,female,0.5,4
Yi-Cheng,NA,unknown,0.0,0
Yi-Cheng,CN,male,1.0,3
Stephen,NA,male,0.98,124
Amin,IR,male,0.99,29527
Elizabeth,GB,female,1.0,49581
Michael,GB,male,1.0,210764
Matthew,NA,male,0.99,183
Vasilis,NA,unknown,0.0,0
René,CA,male,0.96,360
Nancy,US,female,1.0,322042
Julian,GB,male,1.0,20079
Philip,US,male,1.0,82876
Naomi,US,female,1.0,32425
Arnold,NA,male,1.0,93
Vasili,US,male,1.0,306
Jack,US,male,1.0,198045
Maria,NA,female,0.98,2865
Janet,US,female,1.0,163354
Stefan,NA,male,1.0,143
Kyle,NA,male,0.94,33
Robert,US,male,1.0,780374
Emily,GB,female,1.0,66561
Seth,NA,male,0.95,66
Jason,AU,male,1.0,27168
Denis,AU,male,1.0,200
Lucy,NA,female,0.99,190
Jonathan,NA,male,0.98,224
Peter,NA,male,0.99,1178
Daniel,NA,male,0.97,1079
Bernard,NA,male,0.99,155
Robert,NA,male,0.98,484
Russell,GB,male,1.0,21479
Klaas,NA,male,1.0,11
Roman,IN,male,0.97,1385
Lara,NA,female,1.0,20
Gavin,NA,male,1.0,92
Kelvin,BE,male,0.99,219
Mark,GB,male,1.0,282954
Vasili,US,male,1.0,306
Peter,NA,male,0.99,1178
Terrence,NA,male,1.0,25
Brett,NA,male,1.0,7
Ben,NA,male,0.98,328
William,NA,male,0.98,298
Nicole,US,female,1.0,297519
Bjørnar,NO,male,1.0,443
Brad,NA,male,1.0,9
Kenneth,GB,male,1.0,13465
Rebekah,AU,female,1.0,1882
Joseph,NA,male,0.96,1630
Steven,CA,male,1.0,22515
Andrew,US,male,1.0,401335
Michael,NA,male,0.98,1387
Rowland,NA,male,1.0,1
Bethany,AU,female,1.0,1237
Edward,GB,male,1.0,31086
Jeffrey,NA,male,0.99,114
Julian,NA,male,0.72,115
Charulatha,AU,unknown,0.0,0
Adam,GB,male,1.0,126969
Sarah,NA,female,0.99,324
Graham,US,male,1.0,15466
David,NA,male,0.96,1945
Steven,CA,male,1.0,22515
Neil,US,male,1.0,51142
Henry,NA,male,0.99,286
Diego,ES,male,0.99,97816
Adam,NA,male,0.99,77
John,US,male,1.0,1328805
Diego,US,male,1.0,44366
John,NA,male,0.99,2139
Brian,NA,male,0.99,298
Andrew,NA,male,0.98,589
Kenneth,GB,male,1.0,13465
Eric,NA,male,1.0,216
Trevor,NA,male,0.99,158
Steven,NA,male,0.98,573
Nelson,AU,male,1.0,1119
Gianmario,NA,unknown,0.0,0
Joe,NA,male,0.96,378
Janet,NA,female,0.99,112
Kenneth,NA,male,0.99,209
Yosef,NA,unknown,0.0,0
Matthew,GB,male,1.0,114878
Sebastian,GB,male,1.0,11732
Michael,US,male,1.0,1225359
Ian,US,male,1.0,81025
Philip,US,male,1.0,82876
Gabriel,US,male,1.0,85040
Jason,NA,male,0.95,746
Marina,BE,female,0.99,7482
Frank,US,male,1.0,244714
Mikhail,NA,male,1.0,3
Neil,NA,male,0.97,39
Nicholas,GB,male,1.0,27021
Nathan,NA,male,0.99,150
Chris,NA,male,0.92,445
Dan,NA,male,0.96,47
Brett,NA,male,1.0,7
Damian,US,male,1.0,20395
Thomas,GB,male,1.0,76311
Gavin,NA,male,1.0,92
L.,NA,female,0.75,4
Bryan,NA,male,1.0,79
Rajan,NA,unknown,0.0,0
Gabriel,NA,male,0.94,717
James,NA,male,0.98,601
Jonathan,NA,male,0.98,224
Hunter,NA,male,1.0,3
Richard,NA,male,0.98,534
Orit,NA,unknown,0.0,0
Patrick,NA,male,0.99,481
Benedict,NA,male,1.0,31
Benedict,NA,male,1.0,31
Hainian,AU,unknown,0.0,0
Peter,NA,male,0.99,1178
Christopher,NA,male,0.99,157
W.,NA,male,1.0,2
Oliver,NA,male,0.96,71
Isabella,NA,female,0.97,130
François-Xavier,NA,unknown,0.0,0
Danny,NA,male,0.97,159
Jian,NA,male,1.0,1
Sunbin,NA,unknown,0.0,0
Naphtali,NA,male,0.75,4
Ram,NA,male,1.0,4
Caitlin,NA,female,1.0,11
Ji,US,female,0.51,672
Nabil,NA,male,1.0,3
Érico,NA,male,1.0,2
Carlos,NA,male,0.98,279
Jonathan,CA,male,1.0,28792
Chris,NA,male,0.92,445
Richard,GB,male,1.0,194791
María,US,female,0.99,7605
Keir,CA,male,0.97,30
By,US,female,0.57,7
Martin,NA,male,0.97,1306
Bruce,NA,male,0.99,105
Caroline,US,female,1.0,76090
Dan,US,male,1.0,293936
Murray,NA,male,0.8,5
Toru,NA,unknown,0.0,0
Jairo,US,male,1.0,10166
Simon,NA,male,0.96,1665
Rob,NA,male,1.0,28
Michael,NA,male,0.98,1387
Tony,AU,male,1.0,28162
Jeffrey,US,male,1.0,177405
Mark,NA,male,0.99,196
Peter,NA,male,0.99,1178
Ian,GB,male,1.0,158624
Dick,NA,male,1.0,13
Sunaina,US,female,1.0,373
Mark,GB,male,1.0,282954
John,NA,male,0.99,2139
Alan,NA,male,0.98,42
Christopher,US,male,1.0,374242
Barbara,NA,female,0.99,117
Wolfgang,NA,male,1.0,50
K.,NA,male,0.78,9
Cece,NA,female,1.0,12
Stephen,NA,male,0.98,124
Bruno,NA,male,0.97,113
Linda,NA,female,0.98,657
Richard,NA,male,0.98,534
Bruce,US,male,1.0,138286
Susana,NA,female,0.99,90
Kyoko,NA,unknown,0.0,0
Gary,US,male,1.0,284129
Mark,NA,male,0.99,196
Geoffrey,US,male,1.0,19034
Philip,GE,male,0.67,3
Michael,NA,male,0.98,1387
Sarah,NA,female,0.99,324
Robert,US,male,1.0,780374
Fred,NA,male,1.0,55
Mark,US,male,1.0,639702
Marina,US,female,1.0,40705
Mark,US,male,1.0,639702
Stephen,US,male,1.0,241671
Diane,NA,female,1.0,19
Carol,US,female,1.0,246692
Helena,US,female,1.0,13214
Karen,NA,female,0.96,199
Peter,NA,male,0.99,1178
Chris,NA,male,0.92,445
Mark,US,male,1.0,639702
Bryan,US,male,1.0,160522
Irwin,NA,male,1.0,9
Miguel,GB,male,0.99,5503
Geoffrey,NA,male,1.0,39
Alan,NA,male,0.98,42
Joyce,US,female,1.0,108358
Jan,NA,male,0.97,185
Amy,NA,female,0.96,69
Jill,US,female,1.0,123304
Mary,GB,female,0.99,53876
Cotten,US,female,0.6,5
Matthew,NA,male,0.99,183
Melissa,US,female,1.0,350482
Mark,NA,male,0.99,196
Mike,NA,male,0.99,538
Michael,NA,male,0.98,1387
Garth,US,male,1.0,4961
Joe,US,male,1.0,431277
Robert,US,male,1.0,780374
Paul,NA,male,0.98,549
David,US,male,1.0,1143153
Simon,NA,male,0.96,1665
Charlene,US,female,1.0,41317
Gary,NA,male,1.0,47
Edward,US,male,1.0,156076
Cynthia,NA,female,0.99,206
Kalene,NA,unknown,0.0,0
Mark,US,male,1.0,639702
Norma,US,female,1.0,65637
Murray,US,male,0.99,5765
John,NA,male,0.99,2139
John,NA,male,0.99,2139
Hugh,NA,male,1.0,3
Jason,NA,male,0.95,746
Roger,NA,male,0.99,129
Helen,NA,female,0.99,193
Morgan,NA,male,0.69,55
Jack,NA,male,0.99,151
David,NA,male,0.96,1945
Kembrew,US,male,1.0,2
Jacqueline,US,female,1.0,102092
Kembrew,US,male,1.0,2
Guthrie,US,male,0.85,67
Kay,NA,female,0.67,46
Michael,NA,male,0.98,1387
Matthew,US,male,1.0,397759
Inez,US,female,0.99,4968
John,IN,male,1.0,27478
Alex,IN,male,0.99,8212
Nasser,NA,male,1.0,4
Wai-Chung,NA,unknown,0.0,0
Dafna,IL,female,1.0,2072
B.,US,male,0.65,2510
Patty,US,female,1.0,82369
William,US,male,1.0,452552
Gary,NA,male,1.0,47
Ulf,NA,male,1.0,2
Lee,NA,male,0.55,165
Peter,NA,male,0.99,1178
Rebekah,US,female,1.0,25802
Thomas,US,male,1.0,360809
Ann,NA,female,0.99,70
Gary,NA,male,1.0,47
J.,NA,male,0.88,34
James,US,male,1.0,746260
S.,US,male,0.6,4022
Rebecca,NA,female,0.97,203
Andrew,CA,male,1.0,49910
Bruce,AU,male,1.0,10618
John,FI,male,0.99,1409
Rachel,US,female,1.0,247323
Jana,NA,female,0.95,42
Mike,CA,male,1.0,72004
Steve,US,male,1.0,469272
Joel,NA,male,0.96,359
Mark,NA,male,0.99,196
Mark,NA,male,0.99,196
Nabeel,NZ,male,1.0,17
Gema,US,female,0.99,2007
Heather,NA,female,1.0,27
Michael,NA,male,0.98,1387
Timothy,NA,male,0.97,108
Matt,US,male,1.0,300138
Robin,AU,male,0.5,203
Cynthia,NA,female,0.99,206
Griffin,NA,male,1.0,2
Catherine,NA,female,0.97,150
George,NA,male,0.99,803
B.,US,male,0.65,2510
Per,US,male,0.91,182
Deena,US,female,1.0,7360
Ken,NA,male,0.95,22
Marc,NA,male,1.0,32
Stephen,US,male,1.0,241671
B.,US,male,0.65,2510
Emma,NA,female,0.97,380
Jacob,IN,male,1.0,4527
Roy,NA,male,0.98,44
Charles,AU,male,1.0,6070
Bradford,US,male,1.0,6073
Mark,NA,male,0.99,196
Terence,NA,male,0.99,88
Caroline,NA,female,0.99,340
Liew,NA,unknown,0.0,0
Andrea,NA,female,0.88,129
Hao,NA,unknown,0.0,0
Theodore,US,male,1.0,17126
John,US,male,1.0,1328805
B.,NA,male,0.83,12
Kristen,US,female,1.0,113986
Aaron,US,male,1.0,205289
Mark,IN,male,1.0,3686
William,US,male,1.0,452552
Debashis,US,male,1.0,79
Holly,NA,female,0.65,17
Sara,NA,female,0.99,274
John,NA,male,0.99,2139
Gernot,NA,male,1.0,6
João,BR,male,0.99,37477
Kevin,GB,male,1.0,102900
Christophe,NA,male,1.0,6
Jannis,DE,male,0.7,2786
Arno,DE,male,1.0,4519
Johan,NA,male,0.99,714
Joanna,NA,female,1.0,50
Steve,NA,male,0.99,139
Dale,DK,male,0.89,9
Ian,GB,male,1.0,158624
Fred,NA,male,1.0,55
Steven,NA,male,0.98,573
Mark,IN,male,1.0,3686
Paul,IN,male,1.0,8201
Stacy,NA,female,0.96,28
Steve,US,male,1.0,469272
Amanda,US,female,1.0,340099
Fabienne,NA,female,1.0,2
Molly,US,female,1.0,69251
Steve,CA,male,1.0,46746
Andre,NA,male,0.99,496
Yngvar,NA,unknown,0.0,0
Reebee,US,unknown,0.0,0
Tom,NA,male,0.98,96
Jeremy,US,male,1.0,173125
Deborah,NA,female,0.98,51
Leonardo,NA,male,1.0,74
Daniel,NA,male,0.97,1079
Raúl,NA,male,1.0,33
Rachel,US,female,1.0,247323
Melanie,NA,female,0.98,163
Bruce,AU,male,1.0,10618
Olivia,US,female,1.0,79470
Kevin,NA,male,1.0,299
John,NA,male,0.99,2139
Edward,US,male,1.0,156076
Sean,NA,male,0.99,108
Jason,NA,male,0.95,746
Paul,US,male,1.0,470459
Thomas,US,male,1.0,360809
Paul,NA,male,0.98,549
Michael,NA,male,0.98,1387
Nabeel,NA,male,1.0,1
Benjamin,US,male,1.0,126160
Jack,NA,male,0.99,151
Steven,NA,male,0.98,573
Marybeth,GB,female,1.0,77
Tom,NA,male,0.98,96
Mark,NA,male,0.99,196
Gabriel,US,male,1.0,85040
John,US,male,1.0,1328805
John,US,male,1.0,1328805
Mark,NA,male,0.99,196
Ken,US,male,1.0,185416
Letrez,US,unknown,0.0,0
Christine,US,female,1.0,216791
J.,US,male,0.9,18967
Barry,US,male,1.0,74832
Teresa,CA,female,1.0,9891
Sharon,US,female,1.0,236492
Don,NA,male,0.99,142
Kevin,US,male,1.0,510914
Ryan,NA,male,0.98,83
Peter,NA,male,0.99,1178
Mary,NA,female,0.99,270
David,NA,male,0.96,1945
George,US,male,1.0,256540
Gary,NA,male,1.0,47
Gary,NA,male,1.0,47
Susan,GE,female,1.0,4
Ian,NA,male,0.99,109
Paul,NA,male,0.98,549
John,US,male,1.0,1328805
David,CA,male,1.0,100273
B.,NA,male,0.83,12
George,NA,male,0.99,803
Mickey,NA,female,0.7,23
Ian,GB,male,1.0,158624
Susan,CA,female,1.0,31990
Karen,CA,female,1.0,39174
Michael,NA,male,0.98,1387
Steve,US,male,1.0,469272
Tim,GB,male,1.0,68251
Gary,NA,male,1.0,47
Tricia,NA,female,0.91,11
Holly,GB,female,1.0,29348
Lily,US,female,0.99,35546
Janet,NA,female,0.99,112
Kyle,US,male,1.0,194742
Alexander,NA,male,0.95,203
Carey,NA,female,1.0,2
Fred,US,male,1.0,111021
Patricia,US,female,1.0,273738
James,NA,male,0.98,601
Sheila,US,female,1.0,95898
Kembrew,NA,unknown,0.0,0
Ann,US,female,1.0,161586
Mike,US,male,1.0,675221
Christine,NA,female,0.99,391
B.,NA,male,0.83,12
W.,US,male,0.94,4794
Philip,NA,male,0.99,162
Rob,NA,male,1.0,28
Francesca,US,female,1.0,14892
Lisa,US,female,1.0,512578
John,US,male,1.0,1328805
Eugene,NA,male,0.97,220
Ulrich,NA,male,1.0,43
Marco,NA,male,1.0,176
Kenneth,IN,male,1.0,997
Garth,NA,male,1.0,26
Mina,US,female,0.78,4292
Tim,NA,male,1.0,40
Patrick,NA,male,0.99,481
Kevin,NA,male,1.0,299
James,NA,male,0.98,601
Deena,US,female,1.0,7360
Usama,US,male,1.0,796
Imani,GB,female,0.88,122
Barbara,IE,female,1.0,3869
Andrew,US,male,1.0,401335
Mickey,IN,male,0.86,155
Alan,NA,male,0.98,42
Court,NA,unknown,0.0,0
Shuhei,NA,unknown,0.0,0
B.,NA,male,0.83,12
Gary,NA,male,1.0,47
Nick,US,male,1.0,212453
Rachel,US,female,1.0,247323
David,NA,male,0.96,1945
Alejandro,US,male,1.0,69221
Steve,US,male,1.0,469272
Deborah,US,female,1.0,169123
Seth,US,male,1.0,53409
Martin,CA,male,1.0,28548
Gavin,ZA,male,1.0,6107
Michael,NA,male,0.98,1387
Michael,US,male,1.0,1225359
Robert,SE,male,1.0,16342
Patrik,SE,male,1.0,18652
Ulrich,US,male,0.99,938
Don,NA,male,0.99,142
Melvin,US,male,1.0,30245
Michael,JP,male,0.99,1799
Michael,US,male,1.0,1225359
John,US,male,1.0,1328805
Daniel,NA,male,0.97,1079
Joe,US,male,1.0,431277
Tim,NA,male,1.0,40
Boden,US,male,0.99,89
Kevin,US,male,1.0,510914
Alena,NA,female,1.0,2
James,NA,male,0.98,601
Steve,NA,male,0.99,139
Grant,IN,male,1.0,52
Mark,IN,male,1.0,3686
Paul,IN,male,1.0,8201
Christi-Anne,US,female,1.0,6
John,NA,male,0.99,2139
Kristin,NL,female,0.99,254
Peter,NA,male,0.99,1178
James,NA,male,0.98,601
Carlos,NA,male,0.98,279
Mark,NA,male,0.99,196
Lloyd,NA,male,0.98,59
Stan,NO,male,1.0,42
John,FI,male,0.99,1409
Neil,NA,male,0.97,39
Karen,NA,female,0.96,199
João,US,male,0.99,638
Patrik,NA,male,1.0,7
Robert,NA,male,0.98,484
Gillian,US,female,1.0,9161
Christina,NA,female,0.99,175
Paul,NA,male,0.98,549
Mark,NA,male,0.99,196
Bethany,GB,female,1.0,14382
Ted,NA,male,1.0,5
Roberto,US,male,1.0,75612
Russell,NA,male,1.0,33
Chris,CA,male,0.96,19942
Mariana,NA,female,0.99,163
Michael,NA,male,0.98,1387
Don,NA,male,0.99,142
Arne,NA,male,1.0,10
Sei,NA,female,1.0,1
Sarah,GB,female,1.0,214105
John,NA,male,0.99,2139
J.,US,male,0.9,18967
Charles,AU,male,1.0,6070
Sara,GB,female,0.99,39068
Ruth,GB,female,1.0,34887
Theodore,NA,male,1.0,28
Katherine,NA,female,1.0,25
Cindy,NA,female,1.0,105
Kyra,NA,female,1.0,6
Cheryl,NA,female,1.0,59
Timothy,NA,male,0.97,108
Wayne,NA,male,0.96,129
Joe,NA,male,0.96,378
Miles,NA,male,0.93,14
Craig,US,male,1.0,148310
Tim,NA,male,1.0,40
B.,US,male,0.65,2510
Michael,NA,male,0.98,1387
Mensah,US,male,0.98,200
Larry,NA,male,0.97,32
Jon,NA,male,1.0,33
Robin,NA,male,0.85,26
Mark,NA,male,0.99,196
Mark,IN,male,1.0,3686
Paul,IN,male,1.0,8201
Andrew,NA,male,0.98,589
Elizabeth,NA,female,0.99,1812
Philip,NA,male,0.99,162
Jon,NA,male,1.0,33
B.,US,male,0.65,2510
Fabian,DK,male,0.99,97
Edward,IN,male,1.0,1910
Michael,US,male,1.0,1225359
Beth,US,female,1.0,142214
Art,US,male,1.0,35786
Paul,US,male,1.0,470459
Bryan,US,male,1.0,160522
Graham,NA,male,1.0,36
Marco,NA,male,1.0,176
Ulrich,NA,male,1.0,43
Mark,US,male,1.0,639702
Desdamona,US,female,1.0,4
Jeffrey,NA,male,0.99,114
Lynn,NA,female,1.0,34
Will,GB,male,1.0,34756
Robin,US,female,0.82,26577
Karl,NA,male,0.99,127
Yngvar,NA,unknown,0.0,0
David-Emil,NA,unknown,0.0,0
David,NA,male,0.96,1945
Polly,NA,male,0.56,32
Ian,NA,male,0.99,109
David,NA,male,0.96,1945
Michael,NA,male,0.98,1387
Jon,NA,male,1.0,33
Rashida,NA,female,1.0,15
Martin,CA,male,1.0,28548
Chris,GB,male,0.95,115838
Leslie,NA,male,0.77,22
Maria,SE,female,1.0,40309
Fernando,NA,male,0.95,151
Jennie,NA,female,1.0,14
Michael,NA,male,0.98,1387
Herbert,NA,male,0.99,97
Charles,NA,male,0.99,513
Anastasia,NA,female,1.0,53
Alasdair,GB,male,1.0,3940
Martin,GB,male,1.0,121421
Andrew,US,male,1.0,401335
David-Emil,NA,unknown,0.0,0
Yngvar,NA,unknown,0.0,0
Peter,NA,male,0.99,1178
B.,NA,male,0.83,12
Luis,US,male,1.0,225722
David,GB,male,1.0,381854
Rupert,GB,male,1.0,4645
Jan,GB,female,0.71,13216
George,NA,male,0.99,803
Karen,US,female,1.0,423700
William,US,male,1.0,452552
B.,US,male,0.65,2510
Dale,US,male,0.93,17186
Shannon,US,female,0.88,29217
Trevor,US,male,1.0,53856
David,US,male,1.0,1143153
Peter,US,male,1.0,252618
Imani,NA,male,1.0,1
Joshua,NA,male,0.98,181
Jayson,US,male,1.0,10881
Eric,US,male,1.0,406678
Isabella,NL,female,0.99,1535
Kariann,US,female,1.0,282
Jon,NA,male,1.0,33
Tanya,NA,female,1.0,123
Dean,AU,male,1.0,10736
J.,GB,male,0.84,1504
Deforia,NA,unknown,0.0,0
Henry,GB,male,1.0,21606
Fiona,US,female,1.0,9717
Joanna,US,female,1.0,50150
Fred,NA,male,1.0,55
Mary,US,female,1.0,636921
Irving,DE,male,1.0,20
B.,NA,male,0.83,12
Jonathan,US,male,1.0,269512
Anja,DE,female,0.99,54873
Gary,US,male,1.0,284129
Adriana,US,female,1.0,56937
Jeremy,NA,male,0.99,98
Gary,US,male,1.0,284129
Matthew,NA,male,0.99,183
Kevin,US,male,1.0,510914
Keith,US,male,1.0,178854
Ronald,NA,male,0.99,180
Austin,NE,male,1.0,435
Andrew,GB,male,1.0,213867
Helena,US,female,1.0,13214
Jeff,NA,male,0.97,34
Andy,AU,male,1.0,8119
Theo,NA,male,0.88,188
Koos,NL,male,0.96,3538
Tom,NL,male,1.0,30025
Leslie,CA,female,0.74,1676
Dave,GB,male,1.0,116162
Susan,NA,female,0.99,329
Christina,US,female,1.0,199439
Tom,GB,male,1.0,133158
Lauren,NA,female,0.85,33
Rick,US,male,1.0,221900
Michael,CA,male,1.0,86390
Vicki,US,female,1.0,73845
Micha,US,female,0.57,358
Stéphane,CA,male,0.98,885
Rossen,US,male,0.94,16
Jessica,US,female,1.0,469432
Cheryl,US,female,1.0,172284
Hettie,GB,female,1.0,232
Chenjerai,US,male,1.0,2
Matt,US,male,1.0,300138
Anthony,NA,male,0.99,195
Craig,NA,male,1.0,30
Daniel,US,male,1.0,514673
Daniel,GB,male,1.0,150020
Dave,NA,male,0.99,166
Ashley,NA,female,0.79,211
Mark,CA,male,1.0,56757
Cassandra,AU,female,1.0,3889
Vicki,AU,female,1.0,6980
Travis,US,male,1.0,106055
Alexandra,US,female,1.0,88612
Dan,AU,male,1.0,8132
Megan,NA,female,0.97,79
Maureen,US,female,1.0,67890
Mark,GB,male,1.0,282954
Gustavus,US,male,1.0,70
Homay,US,female,0.6,5
Geoff,GB,male,1.0,23742
Dave,NA,male,0.99,166
James,JP,male,0.99,1349
Oliver,CA,male,1.0,3227
Sara,NA,female,0.99,274
Jacques,NA,male,0.99,138
Kevin,NA,male,1.0,299
Christina,US,female,1.0,199439
Jayna,US,female,1.0,1630
Mark,GB,male,1.0,282954
Anamik,GB,male,1.0,2
Stephen,NA,male,0.98,124
Harvey,GB,male,0.99,7455
Patti,US,female,1.0,55650
David,US,male,1.0,1143153
William,US,male,1.0,452552
B.,US,male,0.65,2510
Robin,NA,male,0.85,26
Chris,NA,male,0.92,445
Yiannis,GR,male,1.0,4070
George,US,male,1.0,256540
Adam,NA,male,0.99,77
Anthony,US,male,1.0,350418
Johan,NA,male,0.99,714
Wayne,US,male,1.0,106517
Frederick,PT,male,1.0,31
S.,US,male,0.6,4022
Henrik,DE,male,1.0,5495
Sydney,US,female,0.94,9138
Ragnhild,NO,female,1.0,2858
Paul,GB,male,1.0,350829
Madison,US,female,0.99,52332
Andrew,AU,male,1.0,55402
Maria,US,female,1.0,476674
Gary,NA,male,1.0,47
Wendy,US,female,1.0,145767
Ian,NA,male,0.99,109
Philip,NA,male,0.99,162
Lee,NA,male,0.55,165
Anthony,HK,male,1.0,4773
Tuulikki,NA,female,1.0,10
Peter,NA,male,0.99,1178
Ian,NA,male,0.99,109
Falina,US,female,1.0,56
Edward,NA,male,0.96,364
Paul,NA,male,0.98,549
J.,US,male,0.9,18967
Siv,NA,unknown,0.0,0
Rob,US,male,1.0,142644
Hae-Kyung,GB,unknown,0.0,0
Craig,NA,male,1.0,30
Martin,GB,male,1.0,121421
Matt,GB,male,1.0,85893
Stuart,NA,male,1.0,25
Jeremy,US,male,1.0,173125
David,AU,male,1.0,79762
John,US,male,1.0,1328805
Paul,CA,male,1.0,64307
Charles,AU,male,1.0,6070
Adam,US,male,1.0,244154
C.,GB,male,0.72,492
Francesca,US,female,1.0,14892
Verónica,CA,female,1.0,34
Nitasha,US,female,1.0,282
Robert,US,male,1.0,780374
Robin,US,female,0.82,26577
Dale,US,male,0.93,17186
B.,US,male,0.65,2510
Elias,US,male,1.0,21947
Mich,NA,male,0.6,10
T.,PE,male,0.74,72
Helen,AU,female,1.0,19128
Tom,GB,male,1.0,133158
Reebee,GB,female,0.67,3
Hettie,GB,female,1.0,232
Andy,AU,male,1.0,8119
Jodie,AU,female,0.99,327
D.,CA,male,0.8,326
Reebee,NA,unknown,0.0,0
Murray,US,male,0.99,5765
Noriko,US,female,1.0,987
Sarah,GB,female,1.0,214105
Alice,US,female,1.0,69089
Evan,US,male,1.0,69356
Taylor,US,female,0.67,30263
Elena,US,female,1.0,52334
Ian,US,male,1.0,81025
Gary,NA,male,1.0,47
Karl,GB,male,1.0,25493
Caroline,GB,female,1.0,63078
Mark,GB,male,1.0,282954
Amir,CA,male,1.0,5739
Simon,GB,male,1.0,147683
Lucas,US,male,1.0,43366
Rebecca,NA,female,0.97,203
Katie,NA,female,0.86,14
Matt,GB,male,1.0,85893
Gary,NA,male,1.0,47
Phil,HK,male,0.99,340
Josh,US,male,1.0,186196
Joel,US,male,1.0,122238
Travis,US,male,1.0,106055
Kirstie,US,female,1.0,2138
Daniel,US,male,1.0,514673
Rachel,US,female,1.0,247323
Jacqueline,CA,female,1.0,9747
Henry,CA,male,1.0,9369
D.,GB,male,0.84,661
Eva,TW,female,0.99,1751
Hyunjoon,KR,male,1.0,36
Nicholas,US,male,1.0,171192
Ken,CA,male,1.0,26788
Matt,GB,male,1.0,85893
Peter,NA,male,0.99,1178
Martin,KR,male,1.0,223
Y.,NO,male,0.75,4
Andrew,AU,male,1.0,55402
Mickey,CA,male,0.78,300
Sverker,SE,male,0.99,142
B.,GB,male,0.73,342
Sean,US,male,1.0,201492
Lee,GB,male,0.96,54637
Tavia,US,female,1.0,1124
Francesca,US,female,1.0,14892
Sarah,AU,female,1.0,33888
Alison,AU,female,1.0,9882
Summer,US,female,1.0,23109
Melissa,NA,female,1.0,166
Hyunji,NA,unknown,0.0,0
Holly,NA,female,0.65,17
Marion,GB,female,0.99,5390
Kenneth,GB,male,1.0,13465
Timothy,US,male,1.0,159894
Victor,US,male,1.0,146690
Katy,US,female,1.0,28890
Michael,AU,male,1.0,70481
David,NZ,male,1.0,11702
Priscilla,US,female,1.0,38034
T.,US,male,0.77,3360
Yiu-Wai,HK,unknown,0.0,0
Eve,GB,female,0.99,8442
Corinna,US,female,1.0,3231
Wai-Chung,HK,male,1.0,2
Wing-Wah,HK,unknown,0.0,0
Dai,NA,female,1.0,1
Gerard,GB,male,1.0,7799
Ken,US,male,1.0,185416
Birgitte,NO,female,1.0,1152
Nathan,CA,male,1.0,12937
Michael,KR,male,1.0,827
Magdelana,US,female,1.0,15
Diane,AU,female,1.0,4940
Sarah,AU,female,1.0,33888
Mark,GB,male,1.0,282954
Geoff,NA,male,1.0,11
Stephen,NL,male,1.0,1605
Darrell,NA,male,1.0,2
Uri,IL,male,0.99,2442
Leora,US,female,1.0,1385
Nicolai,NA,male,1.0,12
Dave,GB,male,1.0,116162
Duncan,GB,male,1.0,19379
